FileName,SERIES_NAME,VARIABLE_NAME,ATTRIBUTE_TITLE,KEYWORD1,KEYWORD2,ATTRIBUTE_LABEL,CONFIDENCE_INTERVAL,DEPTH,HORIZON_UPPER_DEPTH,HORIZON_LOWER_DEPTH,RANGE_DOMAIN_MINIMUM,RANGE_DOMAIN_MAXIMUM,ATTRIBUTE_MEASUREMENT_RESOLUTION,ATTRIBUTE_UNITS_OF_MEASURE,CITATION_URL,CITATION_ORIGINATOR,CITATION_ADDRESS,PUBLICATION_DATE,DOWNLOAD_FTP_URL,TECHNICAL_SPECIFICATIONS_URL,PROJECT_URL,LEGEND,SLD_URL,SLD_NAME,NO_DATA
ORCDRC_M_sl3_250m_ll.tif,SoilGrids250m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 0.15 m,organic,carbon,ORCDRC_M_sl3,M,0.15 m,0.15 m,0.15 m,0,800,1,g / kg,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/ORCDRC_M_sl3_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/ORCDRC.sld,soilgrids250m:ORCDRC,-32768
ORCDRC_M_sl4_250m_ll.tif,SoilGrids250m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 0.30 m,organic,carbon,ORCDRC_M_sl4,M,0.30 m,0.30 m,0.30 m,0,800,1,g / kg,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/ORCDRC_M_sl4_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/ORCDRC.sld,soilgrids250m:ORCDRC,-32768
ORCDRC_M_sl5_250m_ll.tif,SoilGrids250m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 0.60 m,organic,carbon,ORCDRC_M_sl5,M,0.60 m,0.60 m,0.60 m,0,800,1,g / kg,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/ORCDRC_M_sl5_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/ORCDRC.sld,soilgrids250m:ORCDRC,-32768
ORCDRC_M_sl6_250m_ll.tif,SoilGrids250m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 1.00 m,organic,carbon,ORCDRC_M_sl6,M,1.00 m,1.00 m,1.00 m,0,800,1,g / kg,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/ORCDRC_M_sl6_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/ORCDRC.sld,soilgrids250m:ORCDRC,-32768
ORCDRC_M_sl7_250m_ll.tif,SoilGrids250m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 2.00 m,organic,carbon,ORCDRC_M_sl7,M,2.00 m,2.00 m,2.00 m,0,800,1,g / kg,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/ORCDRC_M_sl7_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/ORCDRC.sld,soilgrids250m:ORCDRC,-32768
PHIHOX_M_sl1_250m_ll.tif,SoilGrids250m,Soil pH x 10 in H2O ,Soil pH x 10 in H2O  at depth 0.00 m,pH,acidity,PHIHOX_M_sl1,M,0.00 m,0.00 m,0.00 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIHOX_M_sl1_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIHOX.sld,soilgrids250m:PHIHOX,-32768
PHIHOX_M_sl2_250m_ll.tif,SoilGrids250m,Soil pH x 10 in H2O ,Soil pH x 10 in H2O  at depth 0.05 m,pH,acidity,PHIHOX_M_sl2,M,0.05 m,0.05 m,0.05 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIHOX_M_sl2_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIHOX.sld,soilgrids250m:PHIHOX,-32768
PHIHOX_M_sl3_250m_ll.tif,SoilGrids250m,Soil pH x 10 in H2O ,Soil pH x 10 in H2O  at depth 0.15 m,pH,acidity,PHIHOX_M_sl3,M,0.15 m,0.15 m,0.15 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIHOX_M_sl3_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIHOX.sld,soilgrids250m:PHIHOX,-32768
PHIHOX_M_sl4_250m_ll.tif,SoilGrids250m,Soil pH x 10 in H2O ,Soil pH x 10 in H2O  at depth 0.30 m,pH,acidity,PHIHOX_M_sl4,M,0.30 m,0.30 m,0.30 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIHOX_M_sl4_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIHOX.sld,soilgrids250m:PHIHOX,-32768
PHIHOX_M_sl5_250m_ll.tif,SoilGrids250m,Soil pH x 10 in H2O ,Soil pH x 10 in H2O  at depth 0.60 m,pH,acidity,PHIHOX_M_sl5,M,0.60 m,0.60 m,0.60 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIHOX_M_sl5_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIHOX.sld,soilgrids250m:PHIHOX,-32768
PHIHOX_M_sl6_250m_ll.tif,SoilGrids250m,Soil pH x 10 in H2O ,Soil pH x 10 in H2O  at depth 1.00 m,pH,acidity,PHIHOX_M_sl6,M,1.00 m,1.00 m,1.00 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIHOX_M_sl6_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIHOX.sld,soilgrids250m:PHIHOX,-32768
PHIHOX_M_sl7_250m_ll.tif,SoilGrids250m,Soil pH x 10 in H2O ,Soil pH x 10 in H2O  at depth 2.00 m,pH,acidity,PHIHOX_M_sl7,M,2.00 m,2.00 m,2.00 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIHOX_M_sl7_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIHOX.sld,soilgrids250m:PHIHOX,-32768
PHIKCL_M_sl1_250m_ll.tif,SoilGrids250m,Soil pH x 10 in KCl,Soil pH x 10 in KCl at depth 0.00 m,pH,KCl,PHIKCL_M_sl1,M,0.00 m,0.00 m,0.00 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIKCL_M_sl1_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIKCL.sld,soilgrids250m:PHIKCL,-32768
PHIKCL_M_sl2_250m_ll.tif,SoilGrids250m,Soil pH x 10 in KCl,Soil pH x 10 in KCl at depth 0.05 m,pH,KCl,PHIKCL_M_sl2,M,0.05 m,0.05 m,0.05 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIKCL_M_sl2_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIKCL.sld,soilgrids250m:PHIKCL,-32768
PHIKCL_M_sl3_250m_ll.tif,SoilGrids250m,Soil pH x 10 in KCl,Soil pH x 10 in KCl at depth 0.15 m,pH,KCl,PHIKCL_M_sl3,M,0.15 m,0.15 m,0.15 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIKCL_M_sl3_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIKCL.sld,soilgrids250m:PHIKCL,-32768
PHIKCL_M_sl4_250m_ll.tif,SoilGrids250m,Soil pH x 10 in KCl,Soil pH x 10 in KCl at depth 0.30 m,pH,KCl,PHIKCL_M_sl4,M,0.30 m,0.30 m,0.30 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIKCL_M_sl4_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIKCL.sld,soilgrids250m:PHIKCL,-32768
PHIKCL_M_sl5_250m_ll.tif,SoilGrids250m,Soil pH x 10 in KCl,Soil pH x 10 in KCl at depth 0.60 m,pH,KCl,PHIKCL_M_sl5,M,0.60 m,0.60 m,0.60 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIKCL_M_sl5_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIKCL.sld,soilgrids250m:PHIKCL,-32768
PHIKCL_M_sl6_250m_ll.tif,SoilGrids250m,Soil pH x 10 in KCl,Soil pH x 10 in KCl at depth 1.00 m,pH,KCl,PHIKCL_M_sl6,M,1.00 m,1.00 m,1.00 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIKCL_M_sl6_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIKCL.sld,soilgrids250m:PHIKCL,-32768
PHIKCL_M_sl7_250m_ll.tif,SoilGrids250m,Soil pH x 10 in KCl,Soil pH x 10 in KCl at depth 2.00 m,pH,KCl,PHIKCL_M_sl7,M,2.00 m,2.00 m,2.00 m,20,110,1,index*10,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/PHIKCL_M_sl7_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PHIKCL.sld,soilgrids250m:PHIKCL,-32768
SLTPPT_M_sl1_250m_ll.tif,SoilGrids250m,Silt content (2-50 micro meter) mass fraction in %,Silt content (2-50 micro meter) mass fraction in % at depth 0.00 m,silt,texture,SLTPPT_M_sl1,M,0.00 m,0.00 m,0.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SLTPPT_M_sl1_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SLTPPT.sld,soilgrids250m:SLTPPT,-32768
SLTPPT_M_sl2_250m_ll.tif,SoilGrids250m,Silt content (2-50 micro meter) mass fraction in %,Silt content (2-50 micro meter) mass fraction in % at depth 0.05 m,silt,texture,SLTPPT_M_sl2,M,0.05 m,0.05 m,0.05 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SLTPPT_M_sl2_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SLTPPT.sld,soilgrids250m:SLTPPT,-32768
SLTPPT_M_sl3_250m_ll.tif,SoilGrids250m,Silt content (2-50 micro meter) mass fraction in %,Silt content (2-50 micro meter) mass fraction in % at depth 0.15 m,silt,texture,SLTPPT_M_sl3,M,0.15 m,0.15 m,0.15 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SLTPPT_M_sl3_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SLTPPT.sld,soilgrids250m:SLTPPT,-32768
SLTPPT_M_sl4_250m_ll.tif,SoilGrids250m,Silt content (2-50 micro meter) mass fraction in %,Silt content (2-50 micro meter) mass fraction in % at depth 0.30 m,silt,texture,SLTPPT_M_sl4,M,0.30 m,0.30 m,0.30 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SLTPPT_M_sl4_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SLTPPT.sld,soilgrids250m:SLTPPT,-32768
SLTPPT_M_sl5_250m_ll.tif,SoilGrids250m,Silt content (2-50 micro meter) mass fraction in %,Silt content (2-50 micro meter) mass fraction in % at depth 0.60 m,silt,texture,SLTPPT_M_sl5,M,0.60 m,0.60 m,0.60 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SLTPPT_M_sl5_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SLTPPT.sld,soilgrids250m:SLTPPT,-32768
SLTPPT_M_sl6_250m_ll.tif,SoilGrids250m,Silt content (2-50 micro meter) mass fraction in %,Silt content (2-50 micro meter) mass fraction in % at depth 1.00 m,silt,texture,SLTPPT_M_sl6,M,1.00 m,1.00 m,1.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SLTPPT_M_sl6_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SLTPPT.sld,soilgrids250m:SLTPPT,-32768
SLTPPT_M_sl7_250m_ll.tif,SoilGrids250m,Silt content (2-50 micro meter) mass fraction in %,Silt content (2-50 micro meter) mass fraction in % at depth 2.00 m,silt,texture,SLTPPT_M_sl7,M,2.00 m,2.00 m,2.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SLTPPT_M_sl7_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SLTPPT.sld,soilgrids250m:SLTPPT,-32768
SNDPPT_M_sl1_250m_ll.tif,SoilGrids250m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 0.00 m,sand,texture,SNDPPT_M_sl1,M,0.00 m,0.00 m,0.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SNDPPT_M_sl1_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SNDPPT.sld,soilgrids250m:SNDPPT,-32768
SNDPPT_M_sl2_250m_ll.tif,SoilGrids250m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 0.05 m,sand,texture,SNDPPT_M_sl2,M,0.05 m,0.05 m,0.05 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SNDPPT_M_sl2_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SNDPPT.sld,soilgrids250m:SNDPPT,-32768
SNDPPT_M_sl3_250m_ll.tif,SoilGrids250m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 0.15 m,sand,texture,SNDPPT_M_sl3,M,0.15 m,0.15 m,0.15 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SNDPPT_M_sl3_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SNDPPT.sld,soilgrids250m:SNDPPT,-32768
SNDPPT_M_sl4_250m_ll.tif,SoilGrids250m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 0.30 m,sand,texture,SNDPPT_M_sl4,M,0.30 m,0.30 m,0.30 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SNDPPT_M_sl4_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SNDPPT.sld,soilgrids250m:SNDPPT,-32768
SNDPPT_M_sl5_250m_ll.tif,SoilGrids250m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 0.60 m,sand,texture,SNDPPT_M_sl5,M,0.60 m,0.60 m,0.60 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SNDPPT_M_sl5_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SNDPPT.sld,soilgrids250m:SNDPPT,-32768
SNDPPT_M_sl6_250m_ll.tif,SoilGrids250m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 1.00 m,sand,texture,SNDPPT_M_sl6,M,1.00 m,1.00 m,1.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SNDPPT_M_sl6_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SNDPPT.sld,soilgrids250m:SNDPPT,-32768
SNDPPT_M_sl7_250m_ll.tif,SoilGrids250m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 2.00 m,sand,texture,SNDPPT_M_sl7,M,2.00 m,2.00 m,2.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/SNDPPT_M_sl7_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/SNDPPT.sld,soilgrids250m:SNDPPT,-32768
TAXNWRB_250m_ll.tif,SoilGrids250m,,Predicted WRB 2006 subgroup classes (as integers),WRB,type,TAXNWRB,M,None,0.00 m,2.00 m,1,118,1,factor,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/TAXNWRB_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/TAXNWRB.txt,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PROB.sld,soilgrids250m:TAXNWRB,255
TAXNWRB_Acric.Ferralsols_250m_ll.tif,SoilGrids250m,,Predicted probability in percent for: Acric Ferralsols,WRB,Ferralsols,TAXNWRB,M,None,0.00 m,2.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/TAXNWRB_Acric.Ferralsols_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PROB.sld,soilgrids250m:PROB,255
TAXNWRB_Acric.Plinthosols_250m_ll.tif,SoilGrids250m,,Predicted probability in percent for: Acric Plinthosols,WRB,Plinthosols,TAXNWRB,M,None,0.00 m,2.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/TAXNWRB_Acric.Plinthosols_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PROB.sld,soilgrids250m:PROB,255
TAXNWRB_Albic.Arenosols_250m_ll.tif,SoilGrids250m,,Predicted probability in percent for: Albic Arenosols,WRB,Arenosols,TAXNWRB,M,None,0.00 m,2.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/TAXNWRB_Albic.Arenosols_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PROB.sld,soilgrids250m:PROB,255
TAXNWRB_Albic.Luvisols_250m_ll.tif,SoilGrids250m,,Predicted probability in percent for: Albic Luvisols,WRB,Luvisols,TAXNWRB,M,None,0.00 m,2.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/TAXNWRB_Albic.Luvisols_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PROB.sld,soilgrids250m:PROB,255
TAXNWRB_Alic.Nitisols_250m_ll.tif,SoilGrids250m,,Predicted probability in percent for: Alic Nitisols,WRB,Nitisols,TAXNWRB,M,None,0.00 m,2.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/TAXNWRB_Alic.Nitisols_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PROB.sld,soilgrids250m:PROB,255
TAXNWRB_Aluandic.Andosols_250m_ll.tif,SoilGrids250m,,Predicted probability in percent for: Aluandic Andosols,WRB,Andosols,TAXNWRB,M,None,0.00 m,2.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/TAXNWRB_Aluandic.Andosols_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PROB.sld,soilgrids250m:PROB,255
TAXNWRB_Aric.Regosols_250m_ll.tif,SoilGrids250m,,Predicted probability in percent for: Aric Regosols,WRB,Regosols,TAXNWRB,M,None,0.00 m,2.00 m,0,100,1,percent,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,2016-05-12,ftp://soilgrids:soilgrids@ftp.soilgrids.org/data/recent/TAXNWRB_Aric.Regosols_250m_ll.tif,https://github.com/ISRICWorldSoil/SoilGrids250m,http://soilgrids.org,,ftp://soilgrids:soilgrids@ftp.soilgrids.org/legends/PROB.sld,soilgrids250m:PROB,255
